,DisNo.,Historic,Classification Key,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,State,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Season
36,2001-0242-USA,No,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,,Allison,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",Mississippi,,Flood,No,0,1,,,Kph,,,,2001,6,5.0,2001,6.0,17.0,41.0,,102000.0,70000.0,172000.0,,,3500000.0,6022907.0,6000000.0,10324983.0,58.11147437438208,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2006-10-11,2023-09-25,Summer
36,2001-0242-USA,No,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,,Allison,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",Texas,,Flood,No,0,1,,,Kph,,,,2001,6,5.0,2001,6.0,17.0,41.0,,102000.0,70000.0,172000.0,,,3500000.0,6022907.0,6000000.0,10324983.0,58.11147437438208,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2006-10-11,2023-09-25,Summer
36,2001-0242-USA,No,nat-met-sto-tro,Meteorological,Storm,Tropical cyclone,,Allison,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",Louisiana,,Flood,No,0,1,,,Kph,,,,2001,6,5.0,2001,6.0,17.0,41.0,,102000.0,70000.0,172000.0,,,3500000.0,6022907.0,6000000.0,10324983.0,58.11147437438208,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2006-10-11,2023-09-25,Summer
40,2001-0270-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Hoisington city (Barton district, Kansas province)",Kansas,,,No,0,0,,,Kph,,,,2001,4,21.0,2001,4.0,21.0,1.0,32.0,1707.0,,1739.0,,,,,,,58.11147437438208,"[{""adm2_code"":29570,""adm2_name"":""Barton""}]",2003-07-01,2023-09-25,Spring
43,2001-0451-USA,No,nat-cli-wil-for,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Oregon, Washington, Idaho, California, Nevada, Colorado, Arizona, Wyoming, Texas, Oklahoma provinces",Texas,,,No,0,0,,797.0,Km2,,,,2001,8,,2001,8.0,,,,,,,,,,,,,58.11147437438208,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2003-07-01,2023-09-25,Summer
43,2001-0451-USA,No,nat-cli-wil-for,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Oregon, Washington, Idaho, California, Nevada, Colorado, Arizona, Wyoming, Texas, Oklahoma provinces",Oklahoma,,,No,0,0,,797.0,Km2,,,,2001,8,,2001,8.0,,,,,,,,,,,,,58.11147437438208,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2003-07-01,2023-09-25,Summer
48,2001-0564-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Cordell city (Washita district, Oklahoma province), Polk, Merrick, Hamilton districts (Nebraska province)",Oklahoma,,,No,0,0,,,Kph,,,,2001,10,10.0,2001,10.0,10.0,,7.0,300.0,,307.0,,,,,,,58.11147437438208,"[{""adm2_code"":30372,""adm2_name"":""Hamilton""},{""adm2_code"":30392,""adm2_name"":""Merrick""},{""adm2_code"":30403,""adm2_name"":""Polk""},{""adm2_code"":30882,""adm2_name"":""Washita""}]",2003-07-01,2023-09-25,Fall
50,2001-0601-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Pasadena city (Harris district, Texas province)",Texas,,,No,0,0,,,Kph,,,,2001,10,11.0,2001,10.0,11.0,,,360.0,,360.0,,,,,4000.0,6883.0,58.11147437438208,"[{""adm2_code"":31300,""adm2_name"":""Harris""}]",2003-07-01,2023-09-25,Fall
51,2001-0602-USA,No,nat-met-sto-tor,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Hondo city (Medina district, Texas province)",Texas,,,No,0,0,,,Kph,,,,2001,10,12.0,2001,10.0,12.0,,2.0,1800.0,150.0,1952.0,,,,,7000.0,12046.0,58.11147437438208,"[{""adm2_code"":31362,""adm2_name"":""Medina""}]",2003-07-01,2023-09-25,Fall
53,2001-0724-USA,No,nat-hyd-flo-riv,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Texas province,Texas,Heavy rain,,No,0,0,,7730.0,Km2,,,"Nueces, Colorado, Guadalupe, Mission, Frio, San Antonio Oso Creek in Corpus Christi, Yegya Creek.",2001,11,15.0,2001,11.0,19.0,9.0,,600.0,,600.0,,,,,,,58.11147437438208,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2005-09-21,2023-09-25,Fall
54,2001-0770-USA,No,nat-met-ext-hea,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",Kansas,,,No,0,0,,,°C,,,,2001,8,,2001,8.0,,56.0,,,,,,,,,,,58.11147437438208,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2003-07-01,2023-09-25,Summer
58,2002-0017-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Alabama, Louisiana, Virginia, North Carolina, South Carolina, Mississipi, Georgia, Pensylvania,",Mississippi,,Transport accident,No,0,0,,114.0,Kph,,,,2002,1,,2002,1.0,,24.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2003-07-01,2023-09-25,Winter
58,2002-0017-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Alabama, Louisiana, Virginia, North Carolina, South Carolina, Mississipi, Georgia, Pensylvania,",Louisiana,,Transport accident,No,0,0,,114.0,Kph,,,,2002,1,,2002,1.0,,24.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2003-07-01,2023-09-25,Winter
60,2002-0119-USA,No,nat-met-sto-sto,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",Texas,,,No,0,0,,,Kph,,,,2002,1,30.0,2002,2.0,8.0,28.0,,,,,,,200500.0,339640.0,400000.0,677585.0,59.03314407861422,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":30809,""adm2_name"":""Alfalfa""},{""adm2_code"":30811,""adm2_name"":""Beaver""},{""adm2_code"":30812,""adm2_name"":""Beckham""},{""adm2_code"":30813,""adm2_name"":""Blaine""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30820,""adm2_name"":""Cimarron""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30823,""adm2_name"":""Comanche""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30827,""adm2_name"":""Custer""},{""adm2_code"":30829,""adm2_name"":""Dewey""},{""adm2_code"":30830,""adm2_name"":""Ellis""},{""adm2_code"":30831,""adm2_name"":""Garfield""},{""adm2_code"":30832,""adm2_name"":""Garvin""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30834,""adm2_name"":""Grant""},{""adm2_code"":30835,""adm2_name"":""Greer""},{""adm2_code"":30836,""adm2_name"":""Harmon""},{""adm2_code"":30837,""adm2_name"":""Harper""},{""adm2_code"":30840,""adm2_name"":""Jackson""},{""adm2_code"":30843,""adm2_name"":""Kay""},{""adm2_code"":30844,""adm2_name"":""Kingfisher""},{""adm2_code"":30845,""adm2_name"":""Kiowa""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30851,""adm2_name"":""Major""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30860,""adm2_name"":""Nowata""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30866,""adm2_name"":""Pawnee""},{""adm2_code"":30867,""adm2_name"":""Payne""},{""adm2_code"":30870,""adm2_name"":""Pottawatomie""},{""adm2_code"":30872,""adm2_name"":""Roger Mills""},{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30877,""adm2_name"":""Texas""},{""adm2_code"":30878,""adm2_name"":""Tillman""},{""adm2_code"":30879,""adm2_name"":""Tulsa""},{""adm2_code"":30881,""adm2_name"":""Washington""},{""adm2_code"":30882,""adm2_name"":""Washita""},{""adm2_code"":30883,""adm2_name"":""Woods""},{""adm2_code"":30884,""adm2_name"":""Woodward""}]",2005-05-04,2023-09-25,Winter
60,2002-0119-USA,No,nat-met-sto-sto,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",Kansas,,,No,0,0,,,Kph,,,,2002,1,30.0,2002,2.0,8.0,28.0,,,,,,,200500.0,339640.0,400000.0,677585.0,59.03314407861422,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":30809,""adm2_name"":""Alfalfa""},{""adm2_code"":30811,""adm2_name"":""Beaver""},{""adm2_code"":30812,""adm2_name"":""Beckham""},{""adm2_code"":30813,""adm2_name"":""Blaine""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30820,""adm2_name"":""Cimarron""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30823,""adm2_name"":""Comanche""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30827,""adm2_name"":""Custer""},{""adm2_code"":30829,""adm2_name"":""Dewey""},{""adm2_code"":30830,""adm2_name"":""Ellis""},{""adm2_code"":30831,""adm2_name"":""Garfield""},{""adm2_code"":30832,""adm2_name"":""Garvin""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30834,""adm2_name"":""Grant""},{""adm2_code"":30835,""adm2_name"":""Greer""},{""adm2_code"":30836,""adm2_name"":""Harmon""},{""adm2_code"":30837,""adm2_name"":""Harper""},{""adm2_code"":30840,""adm2_name"":""Jackson""},{""adm2_code"":30843,""adm2_name"":""Kay""},{""adm2_code"":30844,""adm2_name"":""Kingfisher""},{""adm2_code"":30845,""adm2_name"":""Kiowa""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30851,""adm2_name"":""Major""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30860,""adm2_name"":""Nowata""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30866,""adm2_name"":""Pawnee""},{""adm2_code"":30867,""adm2_name"":""Payne""},{""adm2_code"":30870,""adm2_name"":""Pottawatomie""},{""adm2_code"":30872,""adm2_name"":""Roger Mills""},{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30877,""adm2_name"":""Texas""},{""adm2_code"":30878,""adm2_name"":""Tillman""},{""adm2_code"":30879,""adm2_name"":""Tulsa""},{""adm2_code"":30881,""adm2_name"":""Washington""},{""adm2_code"":30882,""adm2_name"":""Washita""},{""adm2_code"":30883,""adm2_name"":""Woods""},{""adm2_code"":30884,""adm2_name"":""Woodward""}]",2005-05-04,2023-09-25,Winter
60,2002-0119-USA,No,nat-met-sto-sto,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",Oklahoma,,,No,0,0,,,Kph,,,,2002,1,30.0,2002,2.0,8.0,28.0,,,,,,,200500.0,339640.0,400000.0,677585.0,59.03314407861422,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":30809,""adm2_name"":""Alfalfa""},{""adm2_code"":30811,""adm2_name"":""Beaver""},{""adm2_code"":30812,""adm2_name"":""Beckham""},{""adm2_code"":30813,""adm2_name"":""Blaine""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30820,""adm2_name"":""Cimarron""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30823,""adm2_name"":""Comanche""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30827,""adm2_name"":""Custer""},{""adm2_code"":30829,""adm2_name"":""Dewey""},{""adm2_code"":30830,""adm2_name"":""Ellis""},{""adm2_code"":30831,""adm2_name"":""Garfield""},{""adm2_code"":30832,""adm2_name"":""Garvin""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30834,""adm2_name"":""Grant""},{""adm2_code"":30835,""adm2_name"":""Greer""},{""adm2_code"":30836,""adm2_name"":""Harmon""},{""adm2_code"":30837,""adm2_name"":""Harper""},{""adm2_code"":30840,""adm2_name"":""Jackson""},{""adm2_code"":30843,""adm2_name"":""Kay""},{""adm2_code"":30844,""adm2_name"":""Kingfisher""},{""adm2_code"":30845,""adm2_name"":""Kiowa""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30851,""adm2_name"":""Major""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30860,""adm2_name"":""Nowata""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30866,""adm2_name"":""Pawnee""},{""adm2_code"":30867,""adm2_name"":""Payne""},{""adm2_code"":30870,""adm2_name"":""Pottawatomie""},{""adm2_code"":30872,""adm2_name"":""Roger Mills""},{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30877,""adm2_name"":""Texas""},{""adm2_code"":30878,""adm2_name"":""Tillman""},{""adm2_code"":30879,""adm2_name"":""Tulsa""},{""adm2_code"":30881,""adm2_name"":""Washington""},{""adm2_code"":30882,""adm2_name"":""Washita""},{""adm2_code"":30883,""adm2_name"":""Woods""},{""adm2_code"":30884,""adm2_name"":""Woodward""}]",2005-05-04,2023-09-25,Winter
61,2002-0128-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Wisconsin, Michigan, Arkansas provinces",Arkansas,,Transport accident,No,0,0,,,Kph,,,,2002,3,,2002,3.0,,20.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-05-09,2023-09-25,Spring
61,2002-0128-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Wisconsin, Michigan, Arkansas provinces",Kansas,,Transport accident,No,0,0,,,Kph,,,,2002,3,,2002,3.0,,20.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-05-09,2023-09-25,Spring
61,2002-0128-USA,No,nat-met-sto-bli,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Wisconsin, Michigan, Arkansas provinces",Oklahoma,,Transport accident,No,0,0,,,Kph,,,,2002,3,,2002,3.0,,20.0,,,,,,,,,,,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-05-09,2023-09-25,Spring
62,2002-0165-USA,No,nat-met-sto-sto,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Sevier, Blount, Knox, Hawkins districts (Tennessee province), Cumberland, Bell districts (Kentucky province), Wise, Smyth, Washington districts (Virginia province), Cabell district (West Virginia province), North Carolina, Mississippi, Arkansas, Texas provinces",Mississippi,,"Flood|Slide (land, mud, snow, rock)",No,0,0,,,Kph,,,Cumberland river,2002,3,19.0,2002,3.0,19.0,6.0,4.0,750.0,,754.0,,,200500.0,339640.0,200500.0,339640.0,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":29677,""adm2_name"":""Bell""},{""adm2_code"":29699,""adm2_name"":""Cumberland""},{""adm2_code"":31109,""adm2_name"":""Blount""},{""adm2_code"":31141,""adm2_name"":""Hawkins""},{""adm2_code"":31151,""adm2_name"":""Knox""},{""adm2_code"":31182,""adm2_name"":""Sevier""},{""adm2_code"":31611,""adm2_name"":""Smyth""},{""adm2_code"":31622,""adm2_name"":""Washington""},{""adm2_code"":31627,""adm2_name"":""Wise""},{""adm2_code"":31674,""adm2_name"":""Cabell""}]",2006-11-29,2023-09-25,Spring
62,2002-0165-USA,No,nat-met-sto-sto,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Sevier, Blount, Knox, Hawkins districts (Tennessee province), Cumberland, Bell districts (Kentucky province), Wise, Smyth, Washington districts (Virginia province), Cabell district (West Virginia province), North Carolina, Mississippi, Arkansas, Texas provinces",Arkansas,,"Flood|Slide (land, mud, snow, rock)",No,0,0,,,Kph,,,Cumberland river,2002,3,19.0,2002,3.0,19.0,6.0,4.0,750.0,,754.0,,,200500.0,339640.0,200500.0,339640.0,59.03314407861422,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":29677,""adm2_name"":""Bell""},{""adm2_code"":29699,""adm2_name"":""Cumberland""},{""adm2_code"":31109,""adm2_name"":""Blount""},{""adm2_code"":31141,""adm2_name"":""Hawkins""},{""adm2_code"":31151,""adm2_name"":""Knox""},{""adm2_code"":31182,""adm2_name"":""Sevier""},{""adm2_code"":31611,""adm2_name"":""Smyth""},{""adm2_code"":31622,""adm2_name"":""Washington""},{""adm2_code"":31627,""adm2_name"":""Wise""},{""adm2_code"":31674,""adm2_name"":""Cabell""}]",2006-11-29,2023-09-25,Spring
